address,balance
0x7Cc983F8a64cC39cf615140bd49f9eCAabdd05ce,677780.2016419616
0x51982d228cDe98FC899220690D625aadbb53E5e7,668223.4318924788
0xc373956fEFAFf488103475F77A5190bFEA9bAF1D,666408.5255090415
0x6e97da38A05B56efedA2E860a54F3C386232a90e,660607.8510545776
0xDdcC6aCbc9267d75F1d20fAf3925a42e7300B673,660264.3584782802
0x6B67623ff56c10d9dcFc2152425f90285fC74DDD,659526.3428058946
0x0054D246176eDDC8df6D439E78507137d7B130Ec,656881.19984184
0x8CCFa044aDbdcB68EE8ebF9723a8a737399d63aF,650035.2687532394
0x34097E4417e0708c96EE2BF0d3468a2d5549D931,643442.4555867094
0xD938c03B7146b3902D97e355478d5C8E3BA84160,636499.5657668768
0xFbED2f36B8cd40f750f6e19A761494DfD0CEC6E7,632141.1931756549
0xa982EB1064b6f4b9d40d177d4657BA360F53fef5,629298.4272726934
0x081eC1ab2b1f75BdcB61f5Df7F9E482A666Af267,625879.2040553725
0xff46d68ff2e2e17Bc90cE3885Fc82eAdcaF2172F,621067.2477598606
0xdd17DECafd91971F0AC0eAb4A07F6dEe8e26b2C7,619097.0266984057
0xaBDc6dc794FCE2997ef792102385e7025F5e8196,610609.7899641952
0x335De6459748718bf6E04888ec1f35696Ad03967,608115.8818894661
0xe1dA9E3ea9eFc074EbFfD4D2bed209b370705188,607201.8537700544
0xE8ca4f311CF0085A1642FC995E25B2D164C1872e,603995.2649118762
0xAB0bc8E749F91b032aA0b909EdE779f27f6a2CaE,592417.5703483445
0x8383b9a512F1c0E57CD015B076372b2844859E57,591705.5086483129
0x2Ee6457Bc8044206D481e2CB684e79Cb8ed4997C,588740.4353428253
0x6e723aAc26D5C674E10096D708f7ff3EdB18C56a,586534.7382955041
0x9B864dDE6ED1c21608b1665a0ac0fAA4F7E36e6E,584527.9903634099
0xA13Ec4d920a100573cC6f2817B641a936d06a8c9,584084.2448233307
0xC5Fb40911DcEc3bDCFAdE6f23f466C884B53ce19,569562.8668339042
0x6a2cA3407388fA7238115255a126eBfde9317F80,566416.6275518538
0x590c17999BAf7748113B5A7316184Efe9b4751A6,549787.8405229967
0xcBf686d614192fF238f75068F71db95142Fe2975,539376.1912365413
0x1b125B0188C9Ad32C518539fF8500A24d4518f24,539179.398823036
0xC57A3329c59EC09329307Cf1ad0fFe7C253f6231,535260.3123322771
0x3820e04f4d00a06338B66e9A1c67BC13b7d069d5,534815.0532980931
0xB1fE8d7274EFCaD6571F11465709a7dF0521B2A9,529542.1307513503
0xf1cC678eE107b136Da59500EaB5CEeBC33a6AC93,526316.0260866971
0x5F91dDDF5822a7ed3950f85b3259511161B4E970,522879.097122352
0x6f454FA5C8c9dC56209f6f5D4c7dF32c735C4946,520226.7505916051
0x968463598362dF3e95Ff60e1324837e0A79F8586,516759.6604976166
0x6951BfE1AE49DFC9a86ea7de924410a2fF1D5B2B,510759.4794298741
0xa4153736d89DF3c451106FCbE7Ed84a8b70D2e40,509589.9325045054
0xDC5Eb1079e3439975902E21efA7DAC11C7c53CCe,507082.76844368514
0x9A640fB671924D0A240823F73A6a7Fb60cab01F5,506618.1352166799
0x93f2a2BAb3f8d8b641CC403f72f24E27F74fEC75,498695.02431344916
0x5b3CEc6A5e219674d4485Be572cD3faAE338Bfc6,494956.29689408327
0xDABc594e331F3cC74D97dA9C2ad3cAB557bC3FbB,493827.5603989185
0x36e27C1A8979AAa862540784706752823998795d,485415.24993515457
0x8A91141EBd1d0E01a3b37AEb843319a0F0369D83,484634.2494664575
0xabB20C6132B434C584508e7ef3a8f5934DE6bDDF,471948.3076621409
0x216cEa872CfEF55f54F86bC681d4014529bA6e93,471810.9761943668
0xd0AD4c7fDc67675eF00e844d835e1d437a0D1c07,470096.19987420616
0x70A0493c265A898032ecFa65fC1072f6835D44fd,468666.00428739283
0x9447bB342Ec6dE70FeE68b8CdBccF5dDA35c2004,463412.7357871418
0x406cBFC2d391bEd42078138165465128b4E0CB06,461880.21136602457
0x011F4e9770bf0756a54a899d588fcb8e500D906c,457603.9410270548
0x0952c6331c968806a3A7DB22A571F7EdaC5207D6,451967.12346099794
0x560ebCa04d099446c4881a37cA14955CfFD429C5,450000.61806199414
0x1086D5e886a4Ba02C808a851F31A8b57FdecEaae,449999.99999999994
0xb0DBb5747A1D43Ef9F89a89Ea601Df6fAcD32b1e,447928.8781394248
0x497dF54d026Ee885E13a6B4390f1FCF2e9A7656C,445110.6556016523
0xda6D534Da2169934A63bc5808baf2f1E291e79d9,444742.5094474854
0xC0C4690fdb236FD4037D9beb9358B8c8F2B304F5,444596.1208432225
0x815F838799490186766699AB086cB4b2eBa197B5,438359.5462101981
0x61382129623908B557a041f62f74BAcFE750b336,437030.9700423459
0x59E9d1c9ad6d9b8703956dC1808e3eDbfE83d1aD,436221.8315274505
0xab5Ab33dFA70BB9D9b6bC0e5f57eAC7fa876F7ca,429307.5108462968
0x06B58a6711983515181262fd0D943f73FCB767D3,425767.4534343098
0x13F15F9C73146B4d5570e0B6b270660988342065,424787.273933795
0x043CF0414AD2991e910e464E4F3e80F14D7Cf0b9,421933.9328183447
0x822e631F2e956bB678077379f195dC569bDF4Eb4,421106.0867199919
0xe5D882BA0bBcA7945C8f2f09B1D8CdEbB6e0e92f,414932.5407420215
0xA54EFdcbC5Bc20a30c08CB4E67d995aF48B90cc3,414658.461965418
0x4303484e94f3a490E976580a41099B999043d11d,414141.86692342034
0xb683816BA1693D738EcaD34357010Bfe40d86e04,413695.25856414944
0x2559A7F7de901e837FeD1b8197d2509e4C274f20,410066.5665043767
0x90C5F217C0Bb5dd4e92739bB83F80bb95b8d802E,405916.26429002156
0xE327CB48E2D90082E475f09A1DE1FAa884a6F715,404726.150226927
0x714Cf5BD1F86B7E80FE718cFB04FD791C8B5C7a0,400000.0
0x2A55552510409167fe935dba29AAe3f18e7a1A5D,399999.99999999977
0x85b49A5c4cd692dEc6f8F52A335043E29ea2c8bF,398989.20116574364
0x2B44Bcb3eF096a98Aa6d2bDf7D12Ac76261C3c0E,397832.5379800956
0xF2f80E6B67c3d5F11E355A68E5d3eE5f349efaa4,396636.1563513365
0x4f82e73EDb06d29Ff62C91EC8f5Ff06571bdeb29,395943.0494556101
0x8bA4f911EBAD585cDFC7F75138a5E694ed6C4666,388540.4440605729
0x9C39888f6ebeC9C286F59C5219e869464ed11569,386664.62891754514
0xc0B3Ce8feA030b1c99dCa55dE52e8d38C97E615D,382842.244196399
0x533B4315C3675B5b6285238DeDCe095181bd7c67,382573.23570208636
0x9B95761c8038699fcfF7C8570947bCb6Ce282C3B,381199.9428257551
0xE6f578727d406C7D6fc021C8410AdC4BB74306af,381176.43926577596
0x1F7Fb25825e2f66aF76fd54aA839585016dfb6C3,380597.4863700741
0xFAD191bdDbc6BC81fa84ffc623E2Dd473DFCd697,378332.3124645752
0x143A185694802a3B66935f3C964295C5970b2EB9,376189.8896946719
0x09C5622AE52F83ff57D526024df76dc50630946F,375124.6220520766
0x0D3c65648baDDFf4488b7867a043436bC6842ade,367505.2922829427
0x968f716FBb708a9d975235aaf973f8f7B157Ee1d,364033.5948493354
0x4419c54e81d83b029e23C8Bf4646eC2c9c74A0f3,362689.75158682506
0x18CA9a1D9df98B3B8e0bE5ea8D7f65C820d0e507,361110.9093177206
0xD4Ec37b58649217732aB62352Fbce1A3f3fcc049,360264.2483754988
0xa74302191B31E700dA4eB761107B899ce1097FE5,359136.0493065859
0xe37e2aD608Db53A3c2C0882548e9AF9E0dDF167D,356492.7689250706
0xF690F5a7082c833B01135d4f3419A84d2723dD48,355509.8690392526
0x0Cf1611Ec22F0E78C31eB1F08Fc04b2D619a2326,352166.44758392667
0x72eBBe3FCEf7fd7C56EB75861e7b0e9F1C3E3078,350535.1308941473
0x042BBa799E017426a7A6F6A8Ab733AB7F70dD7eA,348813.9786894109
0xE4d492556C69099D672E0f7FeCcA43018Ee00091,348801.9596617274
0x80D945ddb9A36D4DDD4Dbf328ee7A352fAfba910,348407.5858075464
0x4a74D49B0b41a60F65E7574C4cD436d56b92eFA2,347991.20067798893
0x3260704721d5a6A5D1613E0A253Cbb21383b68A8,346162.5409901983
0xBAcE00749A4096F228B45DDe159dA0102f5c9C04,345512.19870997267
0xDbd95314fca41E2be4e2891bB1bF0420374903A0,345004.04758434923
0x6866e07B3DDc3C67d763C95f9766d4A2999295c8,341617.99880259373
0x88EC64715414b8a4c7AF23278C2B314b8Ad046ea,341562.29908541596
0x8a64e523380383EeF1D58FAf9cf7A97b4B095e20,340719.45349810686
0xEdAe738303B363fB028045F4583193bcb8d9b30B,339999.9999999999
0x7e6b1c233FcD6e77ff9384c1A7106aeC3F7BB931,339767.9586081903
0xAe1B2e721cA63722F15dbC42D3bAb5B45C2F23d8,339663.4013261388
0xfE9dBa84C6961036C0FA18298f78a965CaD299f9,339652.6705272278
0x6bC03DE646958ae763e4B7A54cd46069DDF5cAA3,334409.19029004546
0xc0819eA74a2215381b767da771DEfbe4423cf64b,332972.48768674675
0x0f2560518cB919A25DC1C13B2e774804649CB9B9,326026.89886838937
0x8bc26C0c7eD3Ddf9676e80053aFCc0aB90d5E5cA,325166.6037772587
0x04fE2BA10e195263295126f7e0080B96C4C8F978,324757.8237220507
0xf33182640F95E5230410F13ea304924Fb7a035Bd,322829.49208389444
0x59f98f359689058e2e566C2642A9Dfabd83FF225,319954.31070795556
0x336eC62CA0b1E3Ae40e9832472244227f7698C80,318635.24910939956
0x9796660fa00De2672A5FC2325d23cC911ac3AdBd,318229.31007107726
0x12b5A9911166DAaDD5479de74391fa29a96632E3,317679.88982633996
0x47Ac448f3eea045A016137b60080A73f23AFe569,317245.8616426461
0x3Bd93ED59af5822b6F5D90E8050CAC55bC70a7d6,316086.76354498597
0x31E1bb1A4d02098C8aD9e5D9FfD0db17bF6a8869,315752.0595307343
0x17a1523dF839D5EDb1D500881fBbb2714a48ca60,314406.2831276536
0x7BEf359a7656c2b3a18c474D61C7939C96a7F537,313703.0929065989
0x68Eda373DD59860ae303855C89d463A06858FE3d,311001.0
0x1f54840C7690bA6F1f11E4d0Ec6D8cCA190B8391,309297.3562246248
0xC85E717489665ffde520EFb0E287563060887af1,308952.1079412614
0x365356Bc8490fd111771De423Bdc6A93294ab037,307550.9576112397
0x643430283B19fA5BD70A1138B495c2B43523CDd5,306165.6187649918
0x224f590A8B58f83Bd2673348d6Ac75A7b27f9b54,305705.5521225687
0x27fe96f0E2ccdA9Db020FC86f458E727Db3F4A09,305010.2452067584
0xFf45B2bdFCe6FfA17A80D3F504B18aD61C571d66,304747.0231769563
0x216Ba239D52Cb0Ebbeb2164192d4346E8475D29D,304724.61614664487
0xE3B6430356843B7b701aF8337f05a0bfe168f105,303875.45514216874
0xd99aB8EC724407f94b494bf92B009b57b92f849B,302112.0470952258
0xDb08aC96Cebf55e7435BB8b5A3Bc4ba41a4b3d29,302071.89485750924
0x700afFE5d2258E5d9118Fb9c0234030a2EA3f442,300453.8952776388
0x53fE7Db87F32C9675Fcd01744e4f1B986a7B78e6,300000.05088208616
0x2809C9061763F66987b015323050812c78a4b3dc,300000.0
0x5De3811014725BeF13F1f717aA27Cc59a5D57DfE,299999.9999999999
0x69F4a205B48734AAC6668f89ee941aDaaeA9a8e1,298311.56776928046
0xB616B14A927B3dEf1498cb5480a93DC099531674,298225.52750029025
0xE98C1b647A1c9Ea3CA029C3170D49b6854634245,297668.9540627456
0x760d07E48Bee9086F98dB61c3330f712A8B34dC1,297434.60548179236
0x343A13956BD80B10cCA8beCB47A27CbCE5d83634,295566.98233834293
0xC6BF3DeEdE125909c40CacC64C928B28add9BC5F,295105.41793961084
0xEa6D0461f4Bf954284779AE3CB3e770175F02586,294788.8834225727
0xD75306680B719a9349ed7252c24aC1051dEC9133,292196.60686094046
0x9330E2c28a7fB2f7786B95bF5875B198d2310000,291197.5639821345
0x524986268312547e4206c8ceD3F41aD85AAa412F,291105.68481679
0xCDEAF60d646B955dfa71fcAB73621d5578acB4EB,291046.34026127285
0xb62127C0dfaF612F644CAdcF1c8E0F64eA0e244A,290546.66045690316
0x9682e17d371481440573575a78e0A5a37DAeEd5C,288787.9749995314
0x04eC57F8F9c86622801aB09a443A4038a27579c7,287090.7447595917
0xa23136C9735e441909c14f22aBC4AC5bEfDD3c0C,285627.40354999574
0x132D7688C80935E013668a1a183F9D133853FFC0,285339.5149456295
0xCEEf15d7BfC633540be6497eA131cf3A9F3E35A7,284501.8920991832
0xd41Db7074acaf3a92f20553A88130f9532eb9595,283561.22470120975
0x4a26B005f97067d123f4CED7654e278328b01407,280988.68758779176
0x1f9421b422315a666562483A0A83d6CE051F10bc,277764.56651843956
0xFa2c9304c8FC235a79Bf7F85689F56e41af7D122,277758.3483600679
0xf533089e64E61830CF0fE0B5898BDd879DCADCCc,277514.70049699344
0x69A67B6cEd7DfAB150458cB3c2778a2fC2b91694,277388.6080007809
0x24b793b2A0ceA4Ef305F7b178a5f2f4F62bEAe0f,276184.0043260538
0x6cbb8a21880613Cebf1e23f12B4DFfff44eCCda4,274292.116948442
0x31FF06A31995945bEB88e18d0E68B93EB8c0AF82,272651.8165766702
0x3d7214e94598E4C9775028464cA604B11c7e5aF6,270794.60828634165
0x42702fe8ccC8fb3d40AcfD28fE5fB82D4Dd43291,269453.35789165355
0x6EcBA7527448BB56cAba8CA7768D271DeAea72a9,265939.091185062
0x2f950CF02c38DF06764c34AD425B3e04434bB724,265568.78467020637
0xF558d96634D8ECd002dcFc705db34991d873df7B,264629.6950915896
0x7FF63eCa149e0e88df652cC9171dBe28Ba1ca77F,263339.8703236828
0x75832054440DbFB1DcE2CF0cc0e1Deaa1E3505Fa,262656.662859096
0x8599501e038267fA0859E056F6c55c6899b7F40d,261487.75376393463
0x70e7A6621F4cB3c3E073D0539899F49fC88424C0,260846.1987880368
0x0f885D0Fe1F726E5c75Db441b12689c8FbBbFf89,258841.9416803017
0xe55C8E8Bdb39FEAF8784Fe21298a936DDe349859,255438.31868139014
0x7fb3810f946fe693fd1b83ca4AD30BDb74F79D7b,255397.56680724653
0x4e9057b9e52e4a96d4E17f6d7073FfC119A1983a,255390.85639290203
0x1846b310Ee6D5b407B5C00972B691b520fF0042C,254617.28161515133
0x573900e83e76480B3452a5E2817eD69dfd421c01,254401.2404044792
0x66E5D7C6F9118cC6f6e2a68fc0d2713CEf44e516,252282.53351953748
0xd33a97De61e09d26937dd8Cf5F7Fb511B82Ddcc6,252202.71904928394
0xc88925c4D5E09f06D5D53E54e9401e6806cEA8b5,251911.75856515556
0x95312CA698F23972A639c2c21e2885F390C0bb51,251017.89558896972
0x25C69920EF276Dcb4441Ac3eA7f41E60d14ec42b,250000.0
0xbdC4D451DCAb410dcA2699Fce2f25cF20F7aB61d,249980.8832523943
0x8Bbe743D57aCb00E2F555C12FC5c752b069B9bee,249325.5582896299
0xe9b64DCcdB63d09b07b4f3B6A3360B9414c4030E,248871.7356540656
0x6127eB798C31f26f49c9a37514Efe1942eDE47Ad,248577.99799858627
0x750A908f89708D6AAe2797DF68Bd6550Bd58d16d,248494.58074966606
0x5Fe7600d3007696ba387dA421e409253b2cCD583,247768.74783900863
0x948A4224a394952aD5Af6AAd8A0D96d4c052A81C,245021.9106715949
0x216773c86Fc22CeF04883b3E3b4566fA57073157,243618.64623128675
0xe122D33EdeD31222dBc84a2897360Bb6e2549F49,243219.54301542838
0x257bE7126828ee2869446dB38A1aF1B0f39DCC30,241720.54122088716
0x3755D5551b2FFA0084C9C89CAA1Ba2758e53A4D9,240510.91405373142
0x15bD815A3F6Fb351b06Df8B0b82e0bE63a529270,240000.00000000003
0x216caFD5Ea91aA4bEce6975Ce55E227e2742Dc6E,238296.73370254965
0x498f82d44Cd39d2DB03c44444135257dC3B3D868,235859.62738024225
0x32Bd4E0F9c66daF84851FdBAC6b2D704C1bD3b96,234793.17188176967
0xd119d0Ef32D4Ea597a5685123249109b41BCcBA0,234141.03428406647
0x0f98d4D0A716628A3f89bbB5c775b75487EA888e,233702.51435450974
0x8C913F57Ca6507E5D6ED892661d918b29a4ba107,233307.33397326162
0x669825eb759949C7f4510A57E45c4d8bD95D2D1f,232838.29727836425
0xf72d8C0ee0bF4eA2898efbE0B541fe9256F4125A,231916.91858578927
0x9c6c9324Bf8F2b8Eb999f47aCA166F877FC0bBB3,231516.2383750464
0x98FbBedf2909906ca9a3E3A648223EF373EE194c,231338.0824648445
0x5938a12C1Ba59FC09553297DF240AF9049099e28,231194.51254684813
0xEBA82C90fAAF64b99d55C6bD6e8A0bfbe33e5176,230815.31631398923
0xAAAC0c23b13b881b95B3Da37Ce3EDd5a574AcAF2,230677.44249990472
0x014A8817D695bEE3Ec371D245aF9Be00F8837354,229811.63549482776
0x8e1D8647A723883571c83f3A64d536cA8Ea5bb15,228618.6402129613
0x1331a3b18d4B56fB23F2692f3A452938990E94E2,228496.4079577825
0xd1b7Be1B0A9b157389fb713F1fA18AADbf1a735b,228232.36169351704
0x3B85F0AdB7Aa1ab0dae0B5B0b3c408DaB7A1f63E,228227.34865740075
0x68058882C955fb08335D86B25A51c5356541C5a5,227380.3265370004
0x5E96EF40851b350e5EC2FA85c0a38B383d34D60a,226254.6231941828
0x83a3152F14b6e6dEf900BfCEe0c09E880E6bb9E2,225823.0059456393
0xBD45650e1c3C07BD18f03F4E011d9bC7921c87E1,225727.96962575047
